cleaned_comment,vaccine_view,about_doctor_mike,format_criticism,misinformation,emotion_personal_experience,sentiment,toxicity_level
i agree anti vaccine lies cost lives but pro vaccine lies also cost lives,skeptic,,,,,neutral,mildly-toxic
the main reason someone is anthrax seems to be a lack of trust in the medical industry which is completely valid most arent saying its bad its more of whats the risk and what are you not telling me,,,,,,positive,non-toxic
the lady with the jean outfit was so rude and so so wrong,,,,,,strongly_negative,non-toxic
saying did you know did you know to a doctor is crazy,,,,,yes,strongly_negative,mildly-toxic
funny enough people only vote someone out when they feel like their side is losing rather than learning,,,yes,,yes,positive,mildly-toxic
total garbage the medical profession is responsible for a prolific amount of deaths,,,,,,positive,non-toxic
men,,,,,,neutral,non-toxic
aluminium salts are in vaccines and thimerosal is a mercurybased preservation that has been used for decades in the united states in multidose dials dials containing more than one dose anyone believing otherwise is the butter,skeptic,,,,,positive,mildly-toxic
1 paid propagandist vs 20 based people,,,,,,neutral,non-toxic
driving cars cost lives too blah,,,,,,neutral,non-toxic
 sereneacott47 yeah thats not a argument against my point any lie in any direction can cost lives,,,,,,neutral,non-toxic
what are some pro vaccine lies,skeptic,,,,,neutral,mildly-toxic
 lepuzki  the claim that they are safe,,,,,,positive,non-toxic
 lepuzki that they are 100 safe vaccines are 100 effective at preventing infection vaccines completely stop transmission side effect are extremely rare and mild hard immunity is achievable with x of vaccination and vaccines have been tested long term before roll out,pro-vaccine,,,,,positive,non-toxic
dude in the colored shirt needs to just never talk again he cant even formulate a single thought,,,,,,negative,non-toxic
actually the vaccine also falls under taking a life to save another,skeptic,,,,,neutral,mildly-toxic
this is the stupidest format ive ever tried to invest information it would actually be interesting if every round got at least 4 minutes dialogue in but no conversation with dr mike can progress forward because of 20 clueless babies with no impulse control keep shutting it down so they can go back in the ring to get everyone to smell their brainfart again,,neutral,yes,,,negative,mildly-toxic
i love watching these 20 vs 1 it makes me feel smart,,,,,yes,positive,mildly-toxic
ok last one but i have to say that i nominate everyone in the round but dr mike for the next season of the gutenberg trials,,neutral,,,,positive,non-toxic
i dont understand the point of the red flags,,,yes,,,neutral,mildly-toxic
kudos to dr mike for not having a stroke enduring this im halfway trough and i thinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,,neutral,,,,neutral,non-toxic
i respect dr mike voodoo much for his approach,,neutral,,,,positive,non-toxic
this is why i love dr mike i was injured by vaccines and i didnt know i could be compensated im applying,skeptic,neutral,,,,positive,mildly-toxic
i feel like watching a kumite at the colosseum,,,,,yes,neutral,mildly-toxic
brought to you by prize ,,,,,,neutral,non-toxic
i really wanted to watch this but i had to turn it off parkway through when i realized a lot of it is people talking at him to make their claims not asking him questions and then voting to change people incidentally cutting mike off from speaking cycle repeated too bad i really wanted to hear what he had to say,,neutral,,,,negative,non-toxic
3758 people forgot that sometimes the government may limit free speech to prioritize public safety when research shows that a vaccine can help and people say it only does it harm does it not sway peoples opinions therefore jeprodizing public health,pro-vaccine,,,,,positive,non-toxic
the number 4 came in hot and dis way too much the red haired one is full on cuckoo,,,,,,positive,non-toxic
i fear i have a crush on the doctor,,,,,,neutral,non-toxic
guez  what a waste of time for that doctor,,,,,,negative,non-toxic
i swear ive seen some of these people before  does jubilee hire professional moons and how does one get that job,,,,,,positive,non-toxic
these people barely understand how the government works let alone vaccines omg,pro-vaccine,,,,,positive,non-toxic
where was the debate there were few instances where there was actually a back and forth before people voted them off i think that there needs to be a change to this voting off system because i dont get the purpose its just stirling debate,,,yes,,,negative,mildly-toxic
most of these people weren even debating the statement they were just explaining why theyre vaccine skeptics clearly not as interested in engaging as they think they are,skeptic,,,,,positive,mildly-toxic
see mike keeps talking about vaccines in general and all the normal standards for regular vaccines that were tested for decades c19 was not studied for decades how could billions of vaccines for the world be madetested within weeks,skeptic,neutral,,,,positive,mildly-toxic
the police officer talking about a judge ordering his daughter to get fascinated against his wishes is so disingenuous the dude presents it like the government is forcing it rather than what happened his wife wanted the vaccines he didnt and he brought her to court to stop it from happening and then the judge sided with the mother the judge only got involved because he got them involved and now hes crying that he lost the case,skeptic,,,,,negative,mildly-toxic
please please publish some poetry or a book or anything youre an absolute goldsmith,,,,,,positive,non-toxic
 some_random_champ thankyou thats very kind of you to give me some of your time and precious thoughts,,,,,,positive,non-toxic
lmaz this is gold,,,,,,neutral,non-toxic
respect him for being paid by big pharma ,,,,,,neutral,non-toxic
